0,United States of America,0,0,0,0,0,0
0,People's Republic of China,0,0,0,0,0,0
0,Japan,0,0,0,0,0,0
0,Great Britain,0,0,0,0,0,0
0,ROC,0,0,0,0,0,0
0,Australia,0,0,0,0,0,0
0,Netherlands,0,0,0,0,0,0
0,France,0,0,0,0,0,0
0,Germany,0,0,0,0,0,0
0,Italy,0,0,0,0,0,0
0,Canada,0,0,0,0,0,0
0,Brazil,0,0,0,0,0,0
0,New Zealand,0,0,0,0,0,0
0,Cuba,0,0,0,0,0,0
0,Hungary,0,0,0,0,0,0
0,Republic of Korea,0,0,0,0,0,0
0,Poland,0,0,0,0,0,0
0,Czech Republic,0,0,0,0,0,0
0,Kenya,0,0,0,0,0,0
0,Norway,0,0,0,0,0,0
0,Jamaica,0,0,0,0,0,0
0,Spain,0,0,0,0,0,0
0,Sweden,0,0,0,0,0,0
0,Switzerland,0,0,0,0,0,0
0,Denmark,0,0,0,0,0,0
0,Croatia,0,0,0,0,0,0
0,Islamic Republic of Iran,0,0,0,0,0,0
0,Belgium,0,0,0,0,0,0
0,Bulgaria,0,0,0,0,0,0
0,Slovenia,0,0,0,0,0,0
0,Uzbekistan,0,0,0,0,0,0
0,Georgia,0,0,0,0,0,0
0,Chinese Taipei,0,0,0,0,0,0
0,Turkey,0,0,0,0,0,0
0,Serbia,0,0,0,0,0,0
0,Uganda,0,0,0,0,0,0
0,Ecuador,0,0,0,0,0,0
0,Ireland,0,0,0,0,0,0
0,Israel,0,0,0,0,0,0
0,Greece,0,0,0,0,0,0
0,Qatar,0,0,0,0,0,0
0,Bahamas,0,0,0,0,0,0
0,Kosovo,0,0,0,0,0,0
0,Ukraine,0,0,0,0,0,0
0,Belarus,0,0,0,0,0,0
0,Romania,0,0,0,0,0,0
0,Venezuela,0,0,0,0,0,0
0,India,0,0,0,0,0,0
0,"Hong Kong, China",0,0,0,0,0,0
0,Philippines,0,0,0,0,0,0
0,Slovakia,0,0,0,0,0,0
0,South Africa,0,0,0,0,0,0
0,Austria,0,0,0,0,0,0
0,Egypt,0,0,0,0,0,0
0,Indonesia,0,0,0,0,0,0
0,Ethiopia,0,0,0,0,0,0
0,Portugal,0,0,0,0,0,0
0,Tunisia,0,0,0,0,0,0
0,Estonia,0,0,0,0,0,0
0,Fiji,0,0,0,0,0,0
0,Latvia,0,0,0,0,0,0
0,Thailand,0,0,0,0,0,0
0,Bermuda,0,0,0,0,0,0
0,Morocco,0,0,0,0,0,0
0,Puerto Rico,0,0,0,0,0,0
0,Colombia,0,0,0,0,0,0
0,Azerbaijan,0,0,0,0,0,0
0,Dominican Republic,0,0,0,0,0,0
0,Armenia,0,0,0,0,0,0
0,Kyrgyzstan,0,0,0,0,0,0
0,Mongolia,0,0,0,0,0,0
0,Argentina,0,0,0,0,0,0
0,San Marino,0,0,0,0,0,0
0,Jordan,0,0,0,0,0,0
0,Malaysia,0,0,0,0,0,0
0,Nigeria,0,0,0,0,0,0
0,Bahrain,0,0,0,0,0,0
0,Saudi Arabia,0,0,0,0,0,0
0,Lithuania,0,0,0,0,0,0
0,North Macedonia,0,0,0,0,0,0
0,Namibia,0,0,0,0,0,0
0,Turkmenistan,0,0,0,0,0,0
0,Kazakhstan,0,0,0,0,0,0
0,Mexico,0,0,0,0,0,0
0,Finland,0,0,0,0,0,0
0,Botswana,0,0,0,0,0,0
0,Burkina Faso,0,0,0,0,0,0
0,C̫te d'Ivoire,0,0,0,0,0,0
0,Ghana,0,0,0,0,0,0
0,Grenada,0,0,0,0,0,0
0,Kuwait,0,0,0,0,0,0
0,Republic of Moldova,0,0,0,0,0,0
0,Syrian Arab Republic,0,0,0,0,0,0
